ModelName,ModelID,RuleScenario,SMTCode,Output
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late and specifically plans to buy coffee.","(set-logic QF_BV)
(declare-fun johnny-running-late () Bool)
(declare-fun johnny-buys-coffee () Bool)

(assert johnny-running-late)
(assert johnny-buys-coffee)
(assert (=> johnny-running-late (not johnny-buys-coffee)))

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: ""Johnny is running late. He buys coffee.""","(set-logic QF_UF)
(declare-fun running-late () Bool)
(declare-fun buys-coffee () Bool)

(assert running-late)
(assert buys-coffee)
(assert (=> running-late (not buys-coffee)))

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late, but he buys coffee.","(set-logic QF_BV)
(declare-fun johnny-late () Bool)
(declare-fun buys-coffee () Bool)

(assert (= johnny-late true))
(assert (= buys-coffee true))
(assert (=> johnny-late (not buys-coffee)))

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late, Johnny does not buy coffee.","(set-logic QF_BV)
(declare-fun johnny-late () Bool)
(declare-fun buys-coffee () Bool)

(assert (= johnny-late true))
(assert (= buys-coffee false))
(assert (=> johnny-late (not buys-coffee)))

(check-sat)",sat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late. He stops to buy coffee.","(set-logic QF_BV)
(declare-fun johnny-late () Bool)
(declare-fun buys-coffee () Bool)

(assert (= johnny-late true))
(assert (= buys-coffee true))
(assert (=> johnny-late (not buys-coffee)))

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is on time, buys coffee.","(set-logic QF_BV)
(declare-fun johnny-late () Bool)
(declare-fun buys-coffee () Bool)

(assert (=> johnny-late (not buys-coffee)))
(assert (not johnny-late))
(assert buys-coffee)

(check-sat)",sat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is stuck in a long queue at the bank, Johnny does not buy coffee.","(set-logic QF_UF)
(declare-fun running-late () Bool)
(declare-fun buys-coffee () Bool)
(assert (=> running-late (not buys-coffee)))
(assert running-late)
(assert (not buys-coffee))
(check-sat)",sat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late, he buys coffee.","(set-logic QF_BV)
(declare-fun johnny-late () Bool)
(declare-fun buys-coffee () Bool)

(assert (= johnny-late true))
(assert (= buys-coffee true))
(assert (=> johnny-late (not buys-coffee)))

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running 30 minutes behind schedule, Johnny does not stop at the coffee shop.","(set-logic QF_UF)
(declare-fun running-late () Bool)
(declare-fun buying-coffee () Bool)
(declare-fun stopping-at-shop () Bool)

(assert (=> running-late (not buying-coffee)))
(assert running-late)
(assert (not stopping-at-shop))

(check-sat)",sat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is in a meeting that overran by 20 minutes, Johnny does not buy coffee.","(set-logic QF_BV)
(declare-fun johnny-running-late () Bool)
(declare-fun johnny-buys-coffee () Bool)

(assert (= johnny-running-late true)) ; Scenario: Meeting overran, implying he is late
(assert (not johnny-buys-coffee))    ; Scenario: He does not buy coffee
(assert (=> johnny-running-late (not johnny-buys-coffee))) ; Rule: If late, then not buy coffee

(check-sat)",sat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late, he stops to buy coffee","(set-logic QF_UF)
(declare-sort Person)
(declare-fun running-late () Bool)
(declare-fun buys-coffee () Bool)

(assert running-late)
(assert (=> running-late (not buys-coffee)))
(assert buys-coffee)

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny's bike tire punctured 10 minutes ago, Johnny does not buy coffee.","(set-logic QF_BV)
(declare-fun johnny-running-late () Bool)
(declare-fun johnny-buys-coffee () Bool)

(assert (=> johnny-running-late (not johnny-buys-coffee)))
(assert johnny-running-late)
(assert (not johnny-buys-coffee))

(check-sat)",sat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late. He decides to buy coffee.","(set-logic QF_UF)
(declare-fun running-late () Bool)
(declare-fun buys-coffee () Bool)

(assert running-late)
(assert (=> running-late (not buys-coffee)))
(assert buys-coffee)

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late and buys coffee on a whim.","(set-logic QF_BV)
(declare-fun johnny-late () Bool)
(declare-fun buys-coffee () Bool)

(assert (= johnny-late true))
(assert (= buys-coffee true))
(assert (=> johnny-late (not buys-coffee)))

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late, buys coffee.","(set-logic QF_UF)
(declare-fun johnny-late () Bool)
(declare-fun buys-coffee () Bool)

(assert (= johnny-late true))
(assert (= buys-coffee true))
(assert (=> johnny-late (not buys-coffee)))

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny's alarm didn't go off, he's 15 minutes late, coffee shop is halfway through his commute.","(set-logic QF_BV)
(declare-fun johnny-late () Bool)
(declare-fun buys-coffee () Bool)

(assert (= johnny-late true)) ; Scenario: He is 15 minutes late
(assert (=> johnny-late (not buys-coffee))) ; Rule: If late, then not buy coffee

(check-sat)
(get-model)",sat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny is running late. He buys coffee.","(set-logic QF_UF)
(declare-fun running-late () Bool)
(declare-fun buys-coffee () Bool)

(assert running-late)
(assert buys-coffee)
(assert (=> running-late (not buys-coffee)))

(check-sat)",unsat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny's car broke down 15 minutes ago, Johnny does not buy coffee.","(set-logic QF_BV)
(declare-fun johnny-running-late () Bool)
(declare-fun johnny-buys-coffee () Bool)

(assert (=> johnny-running-late (not johnny-buys-coffee)))
(assert johnny-running-late)
(assert (not johnny-buys-coffee))

(check-sat)",sat
Qwen3.5-35B-A3B,Qwen/Qwen3.5-35B-A3B,"Rule Text: If Johnny is running late, he will not buy coffee.


Scenario: Johnny's flight is delayed by 45 minutes, he does not buy coffee.","(set-logic QF_LIA)
(declare-fun johnny-running-late () Bool)
(declare-fun buys-coffee () Bool)
(assert (=> johnny-running-late (not buys-coffee)))
(assert johnny-running-late)
(assert (not buys-coffee))
(check-sat)",sat
